  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.450   -8.0563     0.000     0.000     0.474     0.000     0.000
    0.428   -8.0316     0.000     0.000     0.478     0.000     0.000
    0.406   -8.0179     0.000     0.000     0.472     0.000     0.000
    0.384   -8.0171     0.000     0.000     0.470     0.000     0.000
    0.362   -8.0299     0.000     0.000     0.468     0.000     0.000
    0.362   -8.0299     0.000     0.000     0.468     0.000     0.000
    0.351   -8.0374     0.000     0.000     0.470     0.000     0.000
    0.340   -8.0525     0.000     0.000     0.471     0.000     0.000
    0.329   -8.0710     0.000     0.000     0.471     0.000     0.000
    0.318   -8.0927     0.000     0.000     0.473     0.000     0.000
    0.307   -8.1172     0.000     0.000     0.477     0.000     0.000
    0.296   -8.1443     0.000     0.000     0.472     0.000     0.000
    0.285   -8.1736     0.000     0.000     0.474     0.000     0.000
    0.274   -8.2050     0.000     0.000     0.476     0.000     0.000
    0.263   -8.2381     0.000     0.000     0.479     0.000     0.000
    0.252   -8.2728     0.000     0.000     0.478     0.000     0.000
    0.241   -8.3087     0.000     0.000     0.481     0.000     0.000
    0.230   -8.3434     0.000     0.000     0.476     0.000     0.000
    0.230   -8.3434     0.000     0.000     0.476     0.000     0.000
    0.210   -8.3384     0.000     0.000     0.477     0.000     0.000
    0.191   -8.3299     0.000     0.000     0.477     0.000     0.000
    0.172   -8.3211     0.000     0.000     0.474     0.000     0.000
    0.153   -8.3125     0.000     0.000     0.475     0.000     0.000
    0.134   -8.3042     0.000     0.000     0.470     0.000     0.000
    0.115   -8.2966     0.000     0.000     0.473     0.000     0.000
    0.096   -8.2899     0.000     0.000     0.471     0.000     0.000
    0.077   -8.2840     0.000     0.000     0.469     0.000     0.000
    0.057   -8.2794     0.000     0.000     0.470     0.000     0.000
    0.038   -8.2770     0.000     0.000     0.473     0.000     0.000
    0.019   -8.2795     0.000     0.000     0.475     0.000     0.000
    0.000   -8.2731     0.000     0.000     0.478     0.000     0.000
 
# Band-Index   67
    0.000   -8.2729     0.000     0.000     0.476     0.000     0.000
    0.019   -8.2736     0.000     0.000     0.479     0.000     0.000
    0.038   -8.2692     0.000     0.000     0.469     0.000     0.000
    0.057   -8.1979     0.000     0.000     0.471     0.000     0.000
    0.077   -8.1257     0.000     0.000     0.473     0.000     0.000
    0.096   -8.0544     0.000     0.000     0.472     0.000     0.000
    0.115   -7.9850     0.000     0.000     0.473     0.000     0.000
    0.134   -7.9188     0.000     0.000     0.473     0.000     0.000
    0.153   -7.8575     0.000     0.000     0.473     0.000     0.000
    0.172   -7.8037     0.000     0.000     0.473     0.000     0.000
    0.191   -7.7607     0.000     0.000     0.474     0.000     0.000
    0.210   -7.7326     0.000     0.000     0.474     0.000     0.000
    0.230   -7.7227     0.000     0.000     0.474     0.000     0.000
    0.230   -7.7227     0.000     0.000     0.474     0.000     0.000
    0.241   -7.7525     0.000     0.000     0.479     0.000     0.000
    0.252   -7.7817     0.000     0.000     0.480     0.000     0.000
    0.263   -7.8101     0.000     0.000     0.480     0.000     0.000
    0.274   -7.8376     0.000     0.000     0.479     0.000     0.000
    0.285   -7.8643     0.000     0.000     0.478     0.000     0.000
    0.296   -7.8902     0.000     0.000     0.476     0.000     0.000
    0.307   -7.9152     0.000     0.000     0.478     0.000     0.000
    0.318   -7.9394     0.000     0.000     0.476     0.000     0.000
    0.329   -7.9627     0.000     0.000     0.481     0.000     0.000
    0.340   -7.9851     0.000     0.000     0.477     0.000     0.000
    0.351   -8.0065     0.000     0.000     0.475     0.000     0.000
    0.362   -8.0224     0.000     0.000     0.475     0.000     0.000
    0.362   -8.0224     0.000     0.000     0.475     0.000     0.000
    0.384   -8.0118     0.000     0.000     0.477     0.000     0.000
    0.406   -8.0129     0.000     0.000     0.473     0.000     0.000
    0.428   -8.0269     0.000     0.000     0.473     0.000     0.000
    0.450   -8.0519     0.000     0.000     0.475     0.000     0.000
    0.472   -8.0855     0.000     0.000     0.469     0.000     0.000
    0.495   -8.1255     0.000     0.000     0.474     0.000     0.000
    0.517   -8.1698     0.000     0.000     0.470     0.000     0.000
    0.539   -8.2167     0.000     0.000     0.469     0.000     0.000
    0.561   -8.2559     0.000     0.000     0.478     0.000     0.000
    0.583   -8.2659     0.000     0.000     0.475     0.000     0.000
    0.605   -8.2789     0.000     0.000     0.478     0.000     0.000
    0.627   -8.2729     0.000     0.000     0.476     0.000     0.000
 
# Band-Index   68
    0.627   -8.2729     0.000     0.000     0.475     0.000     0.000
    0.605   -8.2712     0.000     0.000     0.479     0.000     0.000
    0.583   -8.2220     0.000     0.000     0.470     0.000     0.000
    0.561   -8.1252     0.000     0.000     0.472     0.000     0.000
    0.539   -8.0282     0.000     0.000     0.471     0.000     0.000
    0.517   -7.9315     0.000     0.000     0.472     0.000     0.000
    0.495   -7.8354     0.000     0.000     0.473     0.000     0.000
    0.472   -7.7404     0.000     0.000     0.472     0.000     0.000
    0.450   -7.6469     0.000     0.000     0.474     0.000     0.000
    0.428   -7.5554     0.000     0.000     0.476     0.000     0.000
    0.406   -7.4664     0.000     0.000     0.476     0.000     0.000
    0.384   -7.3806     0.000     0.000     0.475     0.000     0.000
    0.362   -7.3049     0.000     0.000     0.475     0.000     0.000
    0.362   -7.3049     0.000     0.000     0.475     0.000     0.000
    0.351   -7.3383     0.000     0.000     0.480     0.000     0.000
    0.340   -7.3770     0.000     0.000     0.480     0.000     0.000
    0.329   -7.4152     0.000     0.000     0.480     0.000     0.000
    0.318   -7.4526     0.000     0.000     0.480     0.000     0.000
    0.307   -7.4891     0.000     0.000     0.480     0.000     0.000
    0.296   -7.5249     0.000     0.000     0.480     0.000     0.000
    0.285   -7.5599     0.000     0.000     0.480     0.000     0.000
    0.274   -7.5941     0.000     0.000     0.475     0.000     0.000
    0.263   -7.6274     0.000     0.000     0.479     0.000     0.000
    0.252   -7.6599     0.000     0.000     0.480     0.000     0.000
    0.241   -7.6916     0.000     0.000     0.480     0.000     0.000
    0.230   -7.7222     0.000     0.000     0.469     0.000     0.000
    0.230   -7.7222     0.000     0.000     0.469     0.000     0.000
    0.210   -7.7320     0.000     0.000     0.480     0.000     0.000
    0.191   -7.7602     0.000     0.000     0.475     0.000     0.000
    0.172   -7.8031     0.000     0.000     0.480     0.000     0.000
    0.153   -7.8569     0.000     0.000     0.480     0.000     0.000
    0.134   -7.9182     0.000     0.000     0.480     0.000     0.000
    0.115   -7.9844     0.000     0.000     0.480     0.000     0.000
    0.096   -8.0538     0.000     0.000     0.477     0.000     0.000
    0.077   -8.1251     0.000     0.000     0.471     0.000     0.000
    0.057   -8.1972     0.000     0.000     0.470     0.000     0.000
    0.038   -8.2683     0.000     0.000     0.471     0.000     0.000
    0.019   -8.2736     0.000     0.000     0.477     0.000     0.000
    0.000   -8.2729     0.000     0.000     0.475     0.000     0.000
 
# Band-Index   69
    0.000   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.019   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.038   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.057   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.077   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.096   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.115   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.134   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.153   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.172   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.191   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.210   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.230   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.230   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.241   -6.9278     0.000     0.000     0.476     0.000     0.002
    0.252   -6.9548     0.000     0.000     0.479     0.000     0.000
    0.263   -6.9831     0.000     0.000     0.479     0.000     0.000
    0.274   -7.0129     0.000     0.000     0.479     0.000     0.000
    0.285   -7.0440     0.000     0.000     0.479     0.000     0.000
    0.296   -7.0765     0.000     0.000     0.479     0.000     0.000
    0.307   -7.1103     0.000     0.000     0.477     0.000     0.000
    0.318   -7.1454     0.000     0.000     0.474     0.000     0.000
    0.329   -7.1817     0.000     0.000     0.479     0.000     0.000
    0.340   -7.2191     0.000     0.000     0.480     0.000     0.000
    0.351   -7.2575     0.000     0.000     0.480     0.000     0.000
    0.362   -7.2908     0.000     0.000     0.477     0.000     0.000
    0.362   -7.2908     0.000     0.000     0.477     0.000     0.000
    0.384   -7.2154     0.000     0.000     0.480     0.000     0.000
    0.406   -7.1303     0.000     0.000     0.476     0.000     0.000
    0.428   -7.0420     0.000     0.000     0.480     0.000     0.000
    0.450   -6.9506     0.000     0.000     0.480     0.000     0.000
    0.472   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.495   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.517   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.539   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.561   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.583   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.605   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.627   -6.9265     0.000     0.000     0.000     0.154     0.545
 
# Band-Index   70
    0.627   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.605   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.583   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.561   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.539   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.517   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.495   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.472   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.450   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.428   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.406   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.384   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.362   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.362   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.351   -6.9265     0.000     0.000     0.000     0.154     0.544
    0.340   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.329   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.318   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.307   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.296   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.285   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.274   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.263   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.252   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.241   -6.9265     0.000     0.000     0.000     0.154     0.545
    0.230   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.230   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.210   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.191   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.172   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.153   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.134   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.115   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.096   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.077   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.057   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.038   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.019   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.000   -6.9259     0.000     0.000     0.000     0.154     0.545
 
# Band-Index   71
    0.000   -6.6936     0.336     0.284     0.000     0.000     0.000
    0.019   -6.6924     0.336     0.284     0.000     0.000     0.000
    0.038   -6.6888     0.337     0.284     0.000     0.000     0.000
    0.057   -6.7001     0.270     0.313     0.032     0.000     0.000
    0.077   -6.7247     0.271     0.318     0.000     0.000     0.000
    0.096   -6.7478     0.267     0.320     0.000     0.000     0.000
    0.115   -6.7685     0.263     0.327     0.000     0.000     0.000
    0.134   -6.7865     0.262     0.332     0.000     0.000     0.000
    0.153   -6.8015     0.259     0.339     0.000     0.000     0.000
    0.172   -6.8152     0.000     0.000     0.476     0.000     0.000
    0.191   -6.8616     0.000     0.000     0.469     0.000     0.000
    0.210   -6.8918     0.000     0.000     0.472     0.000     0.000
    0.230   -6.9024     0.000     0.000     0.472     0.000     0.000
    0.230   -6.9024     0.000     0.000     0.472     0.000     0.000
    0.241   -6.9259     0.000     0.000     0.000     0.154     0.544
    0.252   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.263   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.274   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.285   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.296   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.307   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.318   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.329   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.340   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.351   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.362   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.362   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.384   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.406   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.428   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.450   -6.9259     0.000     0.000     0.000     0.154     0.545
    0.472   -6.8561     0.000     0.000     0.480     0.000     0.000
    0.495   -6.7588     0.000     0.000     0.475     0.000     0.000
    0.517   -6.7377     0.269     0.320     0.000     0.000     0.000
    0.539   -6.7185     0.267     0.320     0.000     0.000     0.000
    0.561   -6.6968     0.269     0.313     0.024     0.000     0.000
    0.583   -6.6872     0.336     0.284     0.000     0.000     0.000
    0.605   -6.6920     0.336     0.284     0.000     0.000     0.000
    0.627   -6.6936     0.336     0.284     0.000     0.000     0.000
 
# Band-Index   72
    0.627   -6.6500     0.141     0.151     0.237     0.000     0.000
    0.605   -6.6562     0.197     0.217     0.151     0.000     0.000
    0.583   -6.6743     0.254     0.283     0.064     0.000     0.000
    0.561   -6.6966     0.335     0.287     0.000     0.000     0.000
    0.539   -6.7184     0.335     0.288     0.000     0.000     0.000
    0.517   -6.7375     0.256     0.289     0.050     0.000     0.000
    0.495   -6.7535     0.259     0.308     0.030     0.000     0.000
    0.472   -6.7656     0.000     0.000     0.475     0.000     0.000
    0.450   -6.7736     0.000     0.000     0.475     0.000     0.000
    0.428   -6.7775     0.007     0.004     0.458     0.000     0.000
    0.406   -6.7772     0.000     0.000     0.471     0.000     0.000
    0.384   -6.7727     0.000     0.000     0.471     0.000     0.000
    0.362   -6.7642     0.000     0.000     0.471     0.000     0.000
    0.362   -6.7642     0.000     0.000     0.471     0.000     0.000
    0.351   -6.7743     0.000     0.000     0.472     0.000     0.000
    0.340   -6.7836     0.000     0.000     0.472     0.000     0.000
    0.329   -6.7922     0.000     0.000     0.469     0.000     0.000
    0.318   -6.7998     0.253     0.344     0.000     0.000     0.000
    0.307   -6.8065     0.253     0.346     0.000     0.000     0.000
    0.296   -6.8124     0.253     0.346     0.000     0.000     0.000
    0.285   -6.8174     0.253     0.346     0.000     0.000     0.000
    0.274   -6.8214     0.253     0.346     0.000     0.000     0.000
    0.263   -6.8342     0.253     0.345     0.000     0.000     0.000
    0.252   -6.8555     0.253     0.345     0.000     0.000     0.000
    0.241   -6.8782     0.253     0.346     0.000     0.000     0.000
    0.230   -6.9023     0.252     0.336     0.000     0.000     0.000
    0.230   -6.9023     0.252     0.336     0.000     0.000     0.000
    0.210   -6.8917     0.251     0.332     0.000     0.000     0.000
    0.191   -6.8615     0.253     0.332     0.000     0.000     0.000
    0.172   -6.8151     0.256     0.327     0.000     0.000     0.000
    0.153   -6.7566     0.264     0.324     0.000     0.000     0.000
    0.134   -6.6894     0.263     0.323     0.000     0.000     0.000
    0.115   -6.6710     0.267     0.336     0.000     0.000     0.000
    0.096   -6.6685     0.269     0.335     0.000     0.000     0.000
    0.077   -6.6743     0.270     0.326     0.000     0.000     0.000
    0.057   -6.6827     0.268     0.311     0.024     0.000     0.000
    0.038   -6.6756     0.254     0.286     0.056     0.000     0.000
    0.019   -6.6564     0.196     0.214     0.153     0.000     0.000
    0.000   -6.6500     0.141     0.151     0.237     0.000     0.000
 
# Band-Index   73
    0.000   -6.6498     0.141     0.147     0.237     0.000     0.000
    0.019   -6.6510     0.156     0.167     0.215     0.000     0.000
    0.038   -6.6545     0.191     0.207     0.156     0.000     0.000
    0.057   -6.6593     0.222     0.247     0.102     0.000     0.000
    0.077   -6.6644     0.243     0.271     0.070     0.000     0.000
    0.096   -6.6683     0.256     0.293     0.050     0.000     0.000
    0.115   -6.6709     0.262     0.306     0.029     0.000     0.000
    0.134   -6.6892     0.000     0.000     0.470     0.000     0.000
    0.153   -6.7565     0.000     0.000     0.475     0.000     0.000
    0.172   -6.8132     0.250     0.324     0.013     0.000     0.000
    0.191   -6.8218     0.253     0.345     0.000     0.000     0.000
    0.210   -6.8269     0.253     0.346     0.000     0.000     0.000
    0.230   -6.8287     0.253     0.346     0.000     0.000     0.000
    0.230   -6.8287     0.253     0.346     0.000     0.000     0.000
    0.241   -6.8282     0.253     0.346     0.000     0.000     0.000
    0.252   -6.8268     0.253     0.346     0.000     0.000     0.000
    0.263   -6.8246     0.253     0.346     0.000     0.000     0.000
    0.274   -6.8143     0.000     0.000     0.466     0.000     0.000
    0.285   -6.7958     0.000     0.000     0.465     0.000     0.000
    0.296   -6.7785     0.000     0.000     0.463     0.000     0.000
    0.307   -6.7626     0.000     0.000     0.461     0.000     0.000
    0.318   -6.7479     0.000     0.000     0.460     0.000     0.000
    0.329   -6.7436     0.252     0.337     0.000     0.000     0.000
    0.340   -6.7514     0.250     0.336     0.000     0.000     0.000
    0.351   -6.7583     0.251     0.336     0.000     0.000     0.000
    0.362   -6.7641     0.253     0.338     0.000     0.000     0.000
    0.362   -6.7641     0.253     0.338     0.000     0.000     0.000
    0.384   -6.7725     0.255     0.344     0.000     0.000     0.000
    0.406   -6.7771     0.257     0.344     0.000     0.000     0.000
    0.428   -6.7773     0.259     0.344     0.000     0.000     0.000
    0.450   -6.7734     0.260     0.342     0.000     0.000     0.000
    0.472   -6.7654     0.263     0.343     0.000     0.000     0.000
    0.495   -6.7533     0.265     0.329     0.000     0.000     0.000
    0.517   -6.6588     0.000     0.000     0.477     0.000     0.000
    0.539   -6.6679     0.336     0.288     0.000     0.000     0.000
    0.561   -6.6791     0.335     0.291     0.000     0.000     0.000
    0.583   -6.6742     0.253     0.288     0.056     0.000     0.000
    0.605   -6.6560     0.195     0.212     0.152     0.000     0.000
    0.627   -6.6498     0.141     0.147     0.237     0.000     0.000
 
# Band-Index   74
    0.627   -6.6497     0.138     0.145     0.237     0.000     0.000
    0.605   -6.6493     0.157     0.169     0.216     0.000     0.000
    0.583   -6.6481     0.189     0.211     0.154     0.000     0.000
    0.561   -6.6463     0.221     0.247     0.101     0.000     0.000
    0.539   -6.6446     0.242     0.273     0.066     0.000     0.000
    0.517   -6.6535     0.333     0.287     0.000     0.000     0.000
    0.495   -6.6440     0.333     0.290     0.000     0.000     0.000
    0.472   -6.6464     0.263     0.313     0.017     0.000     0.000
    0.450   -6.6532     0.265     0.319     0.016     0.000     0.000
    0.428   -6.6847     0.263     0.319     0.016     0.000     0.000
    0.406   -6.7144     0.261     0.324     0.014     0.000     0.000
    0.384   -6.7409     0.262     0.331     0.005     0.000     0.000
    0.362   -6.7638     0.259     0.332     0.004     0.000     0.000
    0.362   -6.7638     0.259     0.332     0.004     0.000     0.000
    0.351   -6.7580     0.259     0.334     0.000     0.000     0.000
    0.340   -6.7512     0.255     0.330     0.000     0.000     0.000
    0.329   -6.7434     0.253     0.332     0.000     0.000     0.000
    0.318   -6.7349     0.251     0.332     0.000     0.000     0.000
    0.307   -6.7253     0.252     0.333     0.000     0.000     0.000
    0.296   -6.7148     0.252     0.334     0.000     0.000     0.000
    0.285   -6.7034     0.252     0.334     0.000     0.000     0.000
    0.274   -6.6913     0.252     0.335     0.000     0.000     0.000
    0.263   -6.6786     0.252     0.338     0.000     0.000     0.000
    0.252   -6.6652     0.252     0.338     0.000     0.000     0.000
    0.241   -6.6514     0.253     0.337     0.000     0.000     0.000
    0.230   -6.6400     0.253     0.340     0.000     0.000     0.000
    0.230   -6.6400     0.253     0.340     0.000     0.000     0.000
    0.210   -6.6492     0.253     0.347     0.000     0.000     0.000
    0.191   -6.6587     0.252     0.348     0.000     0.000     0.000
    0.172   -6.6655     0.251     0.343     0.000     0.000     0.000
    0.153   -6.6698     0.157     0.211     0.177     0.000     0.000
    0.134   -6.6715     0.046     0.049     0.383     0.000     0.000
    0.115   -6.6504     0.059     0.070     0.355     0.000     0.000
    0.096   -6.6635     0.332     0.285     0.000     0.000     0.000
    0.077   -6.6642     0.100     0.101     0.293     0.000     0.000
    0.057   -6.6591     0.118     0.128     0.276     0.000     0.000
    0.038   -6.6543     0.126     0.139     0.256     0.000     0.000
    0.019   -6.6509     0.137     0.144     0.243     0.000     0.000
    0.000   -6.6497     0.138     0.145     0.237     0.000     0.000
 
# Band-Index   75
    0.000   -6.5935     0.303     0.322     0.000     0.000     0.000
    0.019   -6.5934     0.266     0.284     0.048     0.000     0.000
    0.038   -6.5910     0.197     0.209     0.152     0.000     0.000
    0.057   -6.5843     0.138     0.147     0.244     0.000     0.000
    0.077   -6.5730     0.097     0.105     0.304     0.000     0.000
    0.096   -6.5575     0.074     0.079     0.341     0.000     0.000
    0.115   -6.6161     0.000     0.002     0.471     0.000     0.000
    0.134   -6.6713     0.261     0.313     0.016     0.000     0.000
    0.153   -6.6696     0.263     0.317     0.016     0.000     0.000
    0.172   -6.6653     0.265     0.321     0.016     0.000     0.000
    0.191   -6.6585     0.264     0.329     0.014     0.000     0.000
    0.210   -6.6491     0.261     0.324     0.005     0.000     0.000
    0.230   -6.6398     0.260     0.332     0.004     0.000     0.000
    0.230   -6.6398     0.260     0.332     0.004     0.000     0.000
    0.241   -6.6510     0.261     0.332     0.000     0.000     0.000
    0.252   -6.6648     0.256     0.333     0.000     0.000     0.000
    0.263   -6.6782     0.254     0.333     0.000     0.000     0.000
    0.274   -6.6910     0.256     0.336     0.000     0.000     0.000
    0.285   -6.7031     0.256     0.337     0.000     0.000     0.000
    0.296   -6.7145     0.256     0.339     0.000     0.000     0.000
    0.307   -6.7250     0.254     0.339     0.000     0.000     0.000
    0.318   -6.7346     0.251     0.339     0.000     0.000     0.000
    0.329   -6.7344     0.000     0.000     0.454     0.000     0.000
    0.340   -6.7221     0.000     0.000     0.448     0.000     0.000
    0.351   -6.7110     0.000     0.000     0.449     0.000     0.000
    0.362   -6.7027     0.002     0.000     0.448     0.000     0.000
    0.362   -6.7027     0.002     0.000     0.448     0.000     0.000
    0.384   -6.7041     0.001     0.000     0.453     0.000     0.000
    0.406   -6.6894     0.001     0.001     0.454     0.000     0.000
    0.428   -6.6602     0.008     0.003     0.450     0.000     0.000
    0.450   -6.6494     0.125     0.168     0.228     0.000     0.000
    0.472   -6.6158     0.331     0.289     0.000     0.000     0.000
    0.495   -6.6362     0.335     0.290     0.000     0.000     0.000
    0.517   -6.6436     0.081     0.087     0.324     0.000     0.000
    0.539   -6.5716     0.303     0.319     0.000     0.000     0.000
    0.561   -6.5811     0.301     0.319     0.000     0.000     0.000
    0.583   -6.5879     0.299     0.327     0.000     0.000     0.000
    0.605   -6.5926     0.194     0.212     0.160     0.000     0.000
    0.627   -6.5935     0.303     0.322     0.000     0.000     0.000
 
# Band-Index   76
    0.627   -6.5934     0.300     0.325     0.000     0.000     0.000
    0.605   -6.5922     0.264     0.284     0.056     0.000     0.000
    0.583   -6.5747     0.195     0.203     0.153     0.000     0.000
    0.561   -6.5488     0.135     0.147     0.245     0.000     0.000
    0.539   -6.5566     0.096     0.106     0.304     0.000     0.000
    0.517   -6.5595     0.074     0.080     0.344     0.000     0.000
    0.495   -6.5762     0.002     0.001     0.468     0.000     0.000
    0.472   -6.6152     0.332     0.288     0.000     0.000     0.000
    0.450   -6.6186     0.332     0.288     0.000     0.000     0.000
    0.428   -6.6594     0.333     0.289     0.000     0.000     0.000
    0.406   -6.6848     0.256     0.333     0.000     0.000     0.000
    0.384   -6.6998     0.258     0.331     0.000     0.000     0.000
    0.362   -6.7021     0.258     0.333     0.007     0.000     0.000
    0.362   -6.7021     0.258     0.333     0.007     0.000     0.000
    0.351   -6.6954     0.260     0.323     0.011     0.000     0.000
    0.340   -6.6843     0.256     0.318     0.024     0.000     0.000
    0.329   -6.6696     0.240     0.295     0.054     0.000     0.000
    0.318   -6.6515     0.193     0.233     0.129     0.000     0.000
    0.307   -6.6308     0.107     0.133     0.282     0.000     0.000
    0.296   -6.6094     0.045     0.059     0.376     0.000     0.000
    0.285   -6.5920     0.027     0.030     0.416     0.000     0.000
    0.274   -6.5872     0.022     0.017     0.432     0.000     0.000
    0.263   -6.5948     0.012     0.008     0.439     0.000     0.000
    0.252   -6.6075     0.005     0.003     0.442     0.000     0.000
    0.241   -6.6215     0.003     0.001     0.447     0.000     0.000
    0.230   -6.6330     0.000     0.000     0.447     0.000     0.000
    0.230   -6.6330     0.000     0.000     0.447     0.000     0.000
    0.210   -6.6209     0.001     0.003     0.448     0.000     0.000
    0.191   -6.6031     0.003     0.003     0.450     0.000     0.000
    0.172   -6.5977     0.021     0.018     0.429     0.000     0.000
    0.153   -6.6174     0.012     0.012     0.447     0.000     0.000
    0.134   -6.6350     0.249     0.337     0.000     0.000     0.000
    0.115   -6.6160     0.248     0.342     0.000     0.000     0.000
    0.096   -6.5575     0.301     0.324     0.000     0.000     0.000
    0.077   -6.5729     0.000     0.000     0.471     0.000     0.000
    0.057   -6.5843     0.188     0.205     0.163     0.000     0.000
    0.038   -6.5910     0.103     0.109     0.303     0.000     0.000
    0.019   -6.5933     0.207     0.223     0.137     0.000     0.000
    0.000   -6.5934     0.300     0.325     0.000     0.000     0.000
 
# Band-Index   77
    0.000   -6.5929     0.302     0.323     0.000     0.000     0.000
    0.019   -6.5924     0.197     0.208     0.157     0.000     0.000
    0.038   -6.5747     0.102     0.120     0.288     0.000     0.000
    0.057   -6.5381     0.085     0.089     0.323     0.000     0.000
    0.077   -6.4978     0.266     0.265     0.072     0.000     0.000
    0.096   -6.5392     0.005     0.008     0.465     0.000     0.000
    0.115   -6.5384     0.061     0.061     0.359     0.000     0.000
    0.134   -6.5330     0.252     0.340     0.001     0.000     0.000
    0.153   -6.5591     0.251     0.331     0.000     0.000     0.000
    0.172   -6.5825     0.255     0.334     0.000     0.000     0.000
    0.191   -6.6029     0.255     0.331     0.000     0.000     0.000
    0.210   -6.6206     0.257     0.330     0.000     0.000     0.000
    0.230   -6.6326     0.261     0.329     0.007     0.000     0.000
    0.230   -6.6326     0.261     0.329     0.007     0.000     0.000
    0.241   -6.6212     0.259     0.322     0.012     0.000     0.000
    0.252   -6.6072     0.256     0.320     0.024     0.000     0.000
    0.263   -6.5945     0.240     0.294     0.053     0.000     0.000
    0.274   -6.5865     0.200     0.245     0.128     0.000     0.000
    0.285   -6.5902     0.113     0.132     0.275     0.000     0.000
    0.296   -6.6068     0.050     0.062     0.372     0.000     0.000
    0.307   -6.6278     0.029     0.032     0.415     0.000     0.000
    0.318   -6.6481     0.020     0.020     0.432     0.000     0.000
    0.329   -6.6659     0.017     0.012     0.436     0.000     0.000
    0.340   -6.6803     0.010     0.007     0.442     0.000     0.000
    0.351   -6.6909     0.006     0.005     0.441     0.000     0.000
